Scheme,Category,State,Year,Budget_Crore,Beneficiaries_Lakhs,Growth_Percent,Utilization_Percent,Impact_Score,Citizen_Satisfaction,Infrastructure_Score,Digital_Access_Percent,Budget_Per_Beneficiary,Efficiency_Score
National Rural Livelihood Mission,Social Welfare,Odisha,2023,34598.86,336.83,37.61,65.98,222.24,76.15,52.94,63.43,102.72,146.63
National Rural Livelihood Mission,Social Welfare,Odisha,2024,53378.5,490.19,68.38,56.84,278.62,69.49,80.7,50.06,108.89,158.37
National Rural Livelihood Mission,Social Welfare,Odisha,2025,31692.28,324.37,74.59,90.09,292.22,57.06,55.34,62.6,97.7,263.26
National Rural Livelihood Mission,Social Welfare,Odisha,2026,53472.8,75.88,34.69,58.42,44.33,70.74,51.64,68.7,704.7,25.9
National Rural Livelihood Mission,Social Welfare,Assam,2022,37864.1,381.7,78.58,95.87,365.94,87.09,82.91,76.73,99.2,350.83
National Rural Livelihood Mission,Social Welfare,Assam,2023,61140.54,252.33,0.4,67.19,169.54,69.66,71.51,88.51,242.3,113.91
National Rural Livelihood Mission,Social Welfare,Assam,2024,50679.48,350.47,47.73,91.11,319.31,60.64,49.82,71.3,144.6,290.92
National Rural Livelihood Mission,Social Welfare,Assam,2025,47160.93,488.33,59.27,59.98,292.9,92.11,92.3,46.35,96.58,175.68
National Rural Livelihood Mission,Social Welfare,Assam,2026,41667.25,406.37,81.12,59.06,240.0,50.07,53.89,76.05,102.54,141.74
National Rural Livelihood Mission,Social Welfare,Telangana,2022,33134.15,55.91,36.21,63.82,35.68,72.01,43.56,83.71,592.63,22.77
National Rural Livelihood Mission,Social Welfare,Telangana,2023,40454.09,105.99,65.78,67.67,71.72,79.37,90.34,79.31,381.68,48.53
National Rural Livelihood Mission,Social Welfare,Telangana,2024,49292.43,168.78,67.63,68.3,115.28,95.7,57.42,26.89,292.05,78.74
National Rural Livelihood Mission,Social Welfare,Telangana,2025,43850.61,261.43,58.67,90.89,237.61,73.34,34.59,73.11,167.73,215.96
National Rural Livelihood Mission,Social Welfare,Telangana,2026,53112.7,75.74,54.38,74.79,56.65,94.43,31.73,64.69,701.25,42.37
National Rural Livelihood Mission,Social Welfare,Andhra Pradesh,2022,54337.06,422.04,59.22,88.81,374.81,92.87,46.29,76.76,128.75,332.87
National Rural Livelihood Mission,Social Welfare,Andhra Pradesh,2023,53740.58,160.54,61.43,70.41,113.04,61.81,66.7,23.74,334.75,79.59
National Rural Livelihood Mission,Social Welfare,Andhra Pradesh,2024,50831.25,214.35,29.52,89.65,192.16,57.86,49.72,22.39,237.14,172.27
National Rural Livelihood Mission,Social Welfare,Andhra Pradesh,2025,36688.84,271.11,41.03,74.3,201.43,88.21,77.9,65.85,135.33,149.66
National Rural Livelihood Mission,Social Welfare,Andhra Pradesh,2026,36017.16,448.93,52.8,88.23,396.09,67.5,44.73,20.88,80.23,349.47
Direct Benefit Transfer,Social Welfare,Karnataka,2022,71041.04,139.23,15.45,67.07,93.38,93.01,40.19,86.82,510.24,62.63
Direct Benefit Transfer,Social Welfare,Karnataka,2023,89680.62,287.31,77.87,81.33,233.67,66.53,84.51,47.55,312.14,190.04
Direct Benefit Transfer,Social Welfare,Karnataka,2024,50012.69,105.35,79.89,88.34,93.07,97.35,99.89,66.23,474.73,82.22
Direct Benefit Transfer,Social Welfare,Karnataka,2025,49716.82,296.33,50.95,75.59,224.0,62.15,54.04,66.89,167.78,169.32
Direct Benefit Transfer,Social Welfare,Karnataka,2026,93870.04,300.09,49.75,55.24,165.77,43.14,33.05,66.83,312.81,91.57
Direct Benefit Transfer,Social Welfare,Maharashtra,2022,53654.91,475.83,63.16,52.74,250.95,42.46,77.23,27.13,112.76,132.35
Direct Benefit Transfer,Social Welfare,Maharashtra,2023,90738.12,442.98,10.56,77.97,345.39,74.34,92.16,65.84,204.84,269.3
Direct Benefit Transfer,Social Welfare,Maharashtra,2024,56745.8,174.37,54.6,78.46,136.81,89.6,42.09,47.78,325.43,107.34
Direct Benefit Transfer,Social Welfare,Maharashtra,2025,65610.77,14.92,64.72,61.99,9.25,41.23,84.61,78.55,4397.5,5.73
Direct Benefit Transfer,Social Welfare,Maharashtra,2026,58419.75,87.64,3.58,80.69,70.72,59.21,44.97,88.75,666.59,57.06
Direct Benefit Transfer,Social Welfare,Tamil Nadu,2022,84412.85,426.17,23.81,61.54,262.27,79.51,73.33,29.99,198.07,161.4
Direct Benefit Transfer,Social Welfare,Tamil Nadu,2023,55777.02,355.46,14.86,64.5,229.27,95.79,41.54,81.19,156.92,147.88
Direct Benefit Transfer,Social Welfare,Tamil Nadu,2024,57264.84,172.6,43.14,84.12,145.19,46.59,44.52,87.81,331.78,122.13
Direct Benefit Transfer,Social Welfare,Tamil Nadu,2025,88600.03,267.77,-2.38,95.46,255.61,73.37,91.48,93.64,330.88,244.01
Direct Benefit Transfer,Social Welfare,Tamil Nadu,2026,60522.9,407.01,60.9,62.61,254.83,92.23,59.03,53.76,148.7,159.55
Direct Benefit Transfer,Social Welfare,Kerala,2022,66735.19,201.39,29.88,58.1,117.01,81.82,54.06,44.58,331.37,67.98
Direct Benefit Transfer,Social Welfare,Kerala,2023,73439.83,115.02,53.21,57.82,66.5,67.59,58.6,49.81,638.5,38.45
Direct Benefit Transfer,Social Welfare,Kerala,2024,53092.13,211.06,63.42,52.04,109.84,40.84,87.23,54.49,251.55,57.16
Direct Benefit Transfer,Social Welfare,Kerala,2025,95216.64,225.18,52.2,69.25,155.94,57.23,38.69,99.25,422.85,107.99
Direct Benefit Transfer,Social Welfare,Kerala,2026,54130.56,390.4,57.94,88.98,347.38,64.94,96.77,24.36,138.65,309.1
Direct Benefit Transfer,Social Welfare,Uttar Pradesh,2022,84856.6,175.8,79.03,98.27,172.76,56.69,66.96,86.12,482.69,169.77
Direct Benefit Transfer,Social Welfare,Uttar Pradesh,2023,47678.63,200.59,58.2,51.97,104.25,54.34,93.0,95.93,237.69,54.18
Direct Benefit Transfer,Social Welfare,Uttar Pradesh,2024,47567.01,156.19,11.17,66.76,104.27,81.66,47.74,74.19,304.55,69.61
Direct Benefit Transfer,Social Welfare,Uttar Pradesh,2025,67303.92,165.3,3.87,98.05,162.08,87.03,73.02,85.01,407.16,158.92
Direct Benefit Transfer,Social Welfare,Uttar Pradesh,2026,89167.75,263.3,27.15,83.86,220.8,89.39,36.56,20.58,338.65,185.16
Direct Benefit Transfer,Social Welfare,Bihar,2022,82508.02,138.31,76.12,69.01,95.45,63.98,36.67,28.28,596.54,65.87
Direct Benefit Transfer,Social Welfare,Bihar,2023,58248.41,389.23,22.6,51.93,202.13,81.44,36.09,68.81,149.65,104.97
Direct Benefit Transfer,Social Welfare,Bihar,2024,57404.1,329.4,36.78,63.38,208.77,57.93,73.99,84.66,174.27,132.32
Direct Benefit Transfer,Social Welfare,Bihar,2025,64614.38,109.11,67.96,52.7,57.5,88.53,53.02,52.36,592.19,30.3
Direct Benefit Transfer,Social Welfare,Bihar,2026,96811.98,157.05,48.79,59.8,93.92,70.37,83.75,28.87,616.44,56.16
Direct Benefit Transfer,Social Welfare,Rajasthan,2022,93642.84,402.5,77.36,94.46,380.2,83.93,95.32,92.29,232.65,359.14
Direct Benefit Transfer,Social Welfare,Rajasthan,2023,90038.22,291.79,13.2,54.91,160.22,49.66,53.3,21.26,308.57,87.98
Direct Benefit Transfer,Social Welfare,Rajasthan,2024,81116.26,139.12,0.46,66.2,92.1,40.74,51.37,81.11,583.07,60.97
Direct Benefit Transfer,Social Welfare,Rajasthan,2025,82045.38,84.16,20.53,81.09,68.25,64.48,55.81,39.92,974.87,55.34
Direct Benefit Transfer,Social Welfare,Rajasthan,2026,83576.99,351.96,35.94,64.3,226.31,88.15,99.23,41.34,237.46,145.52
Direct Benefit Transfer,Social Welfare,Gujarat,2022,75843.38,397.55,11.18,65.74,261.35,54.7,87.16,88.69,190.78,171.81
Direct Benefit Transfer,Social Welfare,Gujarat,2023,65845.11,352.45,20.18,60.66,213.8,87.16,81.14,62.43,186.82,129.69
Direct Benefit Transfer,Social Welfare,Gujarat,2024,68283.85,76.25,29.4,74.48,56.79,78.68,37.64,70.24,895.53,42.3
Direct Benefit Transfer,Social Welfare,Gujarat,2025,66505.99,376.43,36.84,59.93,225.59,45.06,84.45,57.57,176.68,135.2
Direct Benefit Transfer,Social Welfare,Gujarat,2026,92523.3,260.49,79.23,86.08,224.23,41.37,57.9,88.5,355.19,193.02
Direct Benefit Transfer,Social Welfare,Punjab,2022,57227.18,13.24,4.12,99.43,13.16,48.26,32.42,64.51,4322.29,13.08
Direct Benefit Transfer,Social Welfare,Punjab,2023,72305.96,216.73,63.52,98.65,213.8,62.43,61.49,74.75,333.62,210.91
Direct Benefit Transfer,Social Welfare,Punjab,2024,81594.74,348.52,3.38,93.28,325.1,45.11,49.23,33.27,234.12,303.25
Direct Benefit Transfer,Social Welfare,Punjab,2025,86945.46,99.9,75.65,76.08,76.0,72.75,57.88,20.8,870.32,57.82
Direct Benefit Transfer,Social Welfare,Punjab,2026,74776.69,207.3,-0.45,65.7,136.2,94.46,69.09,57.73,360.72,89.48
Direct Benefit Transfer,Social Welfare,West Bengal,2022,63310.38,119.63,64.83,62.2,74.41,69.94,30.53,81.59,529.22,46.28
Direct Benefit Transfer,Social Welfare,West Bengal,2023,88333.89,315.28,-3.41,70.17,221.23,41.64,97.03,52.75,280.18,155.24
Direct Benefit Transfer,Social Welfare,West Bengal,2024,80216.15,302.89,65.67,75.93,229.98,64.17,48.28,76.27,264.84,174.62
Direct Benefit Transfer,Social Welfare,West Bengal,2025,72536.38,31.01,39.62,78.07,24.21,91.7,85.49,62.04,2339.13,18.9
Direct Benefit Transfer,Social Welfare,West Bengal,2026,78199.29,252.85,38.56,98.51,249.08,59.17,48.67,23.32,309.27,245.37
Direct Benefit Transfer,Social Welfare,Madhya Pradesh,2022,65759.69,333.43,18.61,78.45,261.58,62.12,73.68,80.72,197.22,205.21
Direct Benefit Transfer,Social Welfare,Madhya Pradesh,2023,74296.58,456.47,62.95,57.68,263.29,80.48,60.8,72.29,162.76,151.87
Direct Benefit Transfer,Social Welfare,Madhya Pradesh,2024,89146.84,398.08,12.52,60.49,240.8,84.18,47.23,72.67,223.94,145.66
Direct Benefit Transfer,Social Welfare,Madhya Pradesh,2025,70224.6,53.71,0.52,95.1,51.08,86.56,46.99,42.24,1307.48,48.58
Direct Benefit Transfer,Social Welfare,Madhya Pradesh,2026,79231.36,334.75,47.05,73.34,245.51,78.35,77.73,37.36,236.69,180.06
Direct Benefit Transfer,Social Welfare,Odisha,2022,47200.54,421.38,24.17,69.39,292.4,82.93,60.97,31.88,112.01,202.9
Direct Benefit Transfer,Social Welfare,Odisha,2023,81486.55,88.5,68.23,52.87,46.79,53.76,84.16,82.89,920.75,24.74
Direct Benefit Transfer,Social Welfare,Odisha,2024,93309.79,267.13,26.16,97.53,260.53,80.07,99.37,77.21,349.3,254.09
Direct Benefit Transfer,Social Welfare,Odisha,2025,52246.33,471.44,33.75,90.28,425.62,82.52,74.36,98.23,110.82,384.25
Direct Benefit Transfer,Social Welfare,Odisha,2026,54140.54,350.18,20.21,60.45,211.68,68.44,94.77,80.54,154.61,127.96
Direct Benefit Transfer,Social Welfare,Assam,2022,68579.54,111.72,55.06,63.41,70.84,72.38,91.11,70.12,613.85,44.92
Direct Benefit Transfer,Social Welfare,Assam,2023,76368.25,142.42,56.2,67.39,95.98,57.89,72.06,67.66,536.22,64.68
Direct Benefit Transfer,Social Welfare,Assam,2024,50830.38,305.18,67.97,79.95,243.99,97.88,62.93,50.31,166.56,195.07
Direct Benefit Transfer,Social Welfare,Assam,2025,60199.94,414.81,58.35,64.77,268.67,44.52,63.65,76.0,145.13,174.02
Direct Benefit Transfer,Social Welfare,Assam,2026,74079.88,497.19,21.83,91.81,456.47,42.05,94.06,83.86,149.0,419.09
Direct Benefit Transfer,Social Welfare,Telangana,2022,76774.1,276.85,36.1,72.88,201.77,88.15,76.22,64.31,277.31,147.05
Direct Benefit Transfer,Social Welfare,Telangana,2023,91353.74,104.38,68.96,86.02,89.79,50.81,39.3,60.33,875.2,77.24
Direct Benefit Transfer,Social Welfare,Telangana,2024,76725.75,104.76,76.27,67.77,71.0,71.92,81.98,21.74,732.4,48.12
Direct Benefit Transfer,Social Welfare,Telangana,2025,58200.49,397.21,0.58,54.14,215.05,47.71,68.6,33.18,146.52,116.43
Direct Benefit Transfer,Social Welfare,Telangana,2026,93748.04,338.85,12.91,55.73,188.84,97.06,50.77,68.55,276.67,105.24
Direct Benefit Transfer,Social Welfare,Andhra Pradesh,2022,90574.72,16.63,49.37,52.45,8.72,51.9,34.92,26.25,5446.47,4.57
Direct Benefit Transfer,Social Welfare,Andhra Pradesh,2023,92498.33,440.47,77.95,52.46,231.07,93.42,83.73,51.82,210.0,121.22
Direct Benefit Transfer,Social Welfare,Andhra Pradesh,2024,62397.02,373.94,41.32,59.37,222.01,67.12,56.43,49.58,166.86,131.81
Direct Benefit Transfer,Social Welfare,Andhra Pradesh,2025,63870.21,335.69,76.57,62.85,210.98,94.35,75.73,54.95,190.27,132.6
Direct Benefit Transfer,Social Welfare,Andhra Pradesh,2026,47935.83,254.83,9.0,66.25,168.82,86.75,96.62,49.09,188.11,111.84
Smart Cities Mission,Infrastructure,Karnataka,2022,60764.69,199.17,61.11,98.51,196.2,64.43,84.39,30.63,305.09,193.28
Smart Cities Mission,Infrastructure,Karnataka,2023,73998.61,36.07,54.04,74.37,26.83,44.89,93.2,71.33,2051.53,19.95
Smart Cities Mission,Infrastructure,Karnataka,2024,90354.38,18.94,16.57,61.91,11.73,68.69,83.78,72.55,4770.56,7.26
Smart Cities Mission,Infrastructure,Karnataka,2025,61022.01,149.71,52.37,91.51,137.0,72.84,50.19,81.14,407.6,125.37
Smart Cities Mission,Infrastructure,Karnataka,2026,86756.58,447.46,5.24,70.67,316.22,60.42,92.7,85.64,193.89,223.47
Smart Cities Mission,Infrastructure,Maharashtra,2022,85731.97,474.75,63.15,76.83,364.75,94.58,31.82,85.63,180.58,280.24
Smart Cities Mission,Infrastructure,Maharashtra,2023,59397.34,98.54,48.55,66.75,65.78,63.19,70.99,75.75,602.77,43.91
Smart Cities Mission,Infrastructure,Maharashtra,2024,75407.97,385.82,81.4,62.81,242.33,86.99,74.64,88.88,195.45,152.21
Smart Cities Mission,Infrastructure,Maharashtra,2025,57160.9,250.73,64.3,57.4,143.92,74.71,55.05,33.91,227.98,82.61
Smart Cities Mission,Infrastructure,Maharashtra,2026,116150.65,463.09,47.93,50.41,233.44,55.9,42.29,34.55,250.82,117.68
Smart Cities Mission,Infrastructure,Tamil Nadu,2022,111648.6,377.94,48.76,54.21,204.88,51.45,79.02,21.82,295.41,111.07
Smart Cities Mission,Infrastructure,Tamil Nadu,2023,82206.74,395.17,60.56,62.66,247.61,48.21,96.52,31.96,208.03,155.15
Smart Cities Mission,Infrastructure,Tamil Nadu,2024,87787.04,209.12,42.22,76.6,160.19,64.07,63.18,34.23,419.79,122.71
Smart Cities Mission,Infrastructure,Tamil Nadu,2025,72012.02,381.49,1.25,77.89,297.14,54.67,98.28,84.73,188.77,231.44
Smart Cities Mission,Infrastructure,Tamil Nadu,2026,113467.15,465.43,75.6,99.0,460.78,46.83,35.7,38.8,243.79,456.17
Smart Cities Mission,Infrastructure,Kerala,2022,90446.92,115.79,37.22,78.41,90.79,75.88,40.38,82.99,781.13,71.19
Smart Cities Mission,Infrastructure,Kerala,2023,99930.45,357.49,67.75,55.74,199.26,85.31,68.49,42.37,279.53,111.07
Smart Cities Mission,Infrastructure,Kerala,2024,115921.74,167.75,45.97,89.74,150.54,54.67,43.5,38.44,691.04,135.09
Smart Cities Mission,Infrastructure,Kerala,2025,93673.59,318.77,63.01,84.27,268.63,91.65,75.0,37.24,293.86,226.37
Smart Cities Mission,Infrastructure,Kerala,2026,105102.23,286.92,58.81,58.58,168.08,62.63,60.89,91.67,366.31,98.46
Smart Cities Mission,Infrastructure,Uttar Pradesh,2022,105225.62,18.16,70.02,74.44,13.52,49.98,50.96,85.39,5794.36,10.06
Smart Cities Mission,Infrastructure,Uttar Pradesh,2023,92638.49,144.89,51.32,66.41,96.22,73.74,37.18,81.64,639.37,63.9
Smart Cities Mission,Infrastructure,Uttar Pradesh,2024,76454.72,359.93,54.03,97.17,349.74,78.49,95.7,59.85,212.42,339.84
Smart Cities Mission,Infrastructure,Uttar Pradesh,2025,103727.15,127.25,31.67,59.23,75.37,88.87,93.38,97.72,815.14,44.64
Smart Cities Mission,Infrastructure,Uttar Pradesh,2026,90964.67,194.89,56.94,94.42,184.02,93.15,59.33,93.12,466.75,173.75
Smart Cities Mission,Infrastructure,Bihar,2022,56477.88,352.69,36.04,94.73,334.1,96.75,63.48,72.39,160.13,316.49
Smart Cities Mission,Infrastructure,Bihar,2023,109034.29,21.86,31.51,70.98,15.52,47.02,34.38,68.76,4987.84,11.02
Smart Cities Mission,Infrastructure,Bihar,2024,64287.44,89.46,6.5,86.1,77.03,72.32,84.67,27.74,718.62,66.32
Smart Cities Mission,Infrastructure,Bihar,2025,78095.01,19.79,42.92,64.8,12.82,95.08,31.39,62.31,3946.19,8.31
Smart Cities Mission,Infrastructure,Bihar,2026,76027.38,201.23,16.36,89.94,180.99,75.63,67.95,74.96,377.81,162.78
Smart Cities Mission,Infrastructure,Rajasthan,2022,74149.9,83.0,76.08,79.25,65.78,73.95,57.65,86.56,893.37,52.13
Smart Cities Mission,Infrastructure,Rajasthan,2023,60492.45,407.3,60.15,63.61,259.08,95.4,94.18,98.4,148.52,164.8
Smart Cities Mission,Infrastructure,Rajasthan,2024,88083.06,311.44,59.02,87.0,270.95,97.2,81.81,35.15,282.83,235.73
Smart Cities Mission,Infrastructure,Rajasthan,2025,91770.26,150.34,78.79,50.52,75.95,75.81,68.48,32.89,610.42,38.37
Smart Cities Mission,Infrastructure,Rajasthan,2026,97510.1,253.26,40.91,73.92,187.21,90.37,76.07,35.36,385.02,138.39
Smart Cities Mission,Infrastructure,Gujarat,2022,68650.29,462.34,0.79,55.03,254.43,76.69,98.94,90.24,148.48,140.01
Smart Cities Mission,Infrastructure,Gujarat,2023,105276.86,199.13,59.12,53.48,106.49,48.43,49.25,88.39,528.68,56.95
Smart Cities Mission,Infrastructure,Gujarat,2024,68562.06,135.8,-1.71,94.76,128.68,45.21,85.15,98.81,504.88,121.94
Smart Cities Mission,Infrastructure,Gujarat,2025,62962.7,387.26,44.36,51.53,199.56,57.04,89.69,65.81,162.59,102.83
Smart Cities Mission,Infrastructure,Gujarat,2026,67320.38,474.16,77.85,53.86,255.38,61.09,92.86,35.05,141.98,137.55
Smart Cities Mission,Infrastructure,Punjab,2022,71376.51,153.73,30.73,59.45,91.39,40.27,35.77,20.82,464.3,54.33
Smart Cities Mission,Infrastructure,Punjab,2023,67868.97,384.29,47.99,83.1,319.34,73.59,56.23,56.02,176.61,265.37
Smart Cities Mission,Infrastructure,Punjab,2024,88363.14,237.81,2.2,74.27,176.62,62.29,59.6,41.08,371.57,131.18
Smart Cities Mission,Infrastructure,Punjab,2025,105554.22,84.15,23.45,98.03,82.49,77.21,58.34,60.03,1254.36,80.86
Smart Cities Mission,Infrastructure,Punjab,2026,104727.86,458.93,6.82,54.48,250.03,78.81,72.46,91.69,228.2,136.22
Smart Cities Mission,Infrastructure,West Bengal,2022,111056.04,107.56,57.78,93.97,101.07,67.43,66.23,32.3,1032.5,94.98
Smart Cities Mission,Infrastructure,West Bengal,2023,114167.88,109.73,32.75,59.97,65.81,54.52,94.34,62.65,1040.44,39.47
Smart Cities Mission,Infrastructure,West Bengal,2024,90952.87,10.33,14.1,86.5,8.94,49.78,83.08,28.55,8804.73,7.73
Smart Cities Mission,Infrastructure,West Bengal,2025,116283.64,444.01,62.42,82.46,366.13,66.09,56.92,43.55,261.89,301.91
Smart Cities Mission,Infrastructure,West Bengal,2026,65436.08,405.19,3.29,79.76,323.18,65.03,42.84,62.94,161.49,257.77
Smart Cities Mission,Infrastructure,Madhya Pradesh,2022,114120.79,200.45,59.23,64.66,129.61,54.98,47.82,94.3,569.32,83.81
Smart Cities Mission,Infrastructure,Madhya Pradesh,2023,65352.73,354.24,4.78,68.84,243.86,54.92,70.02,59.92,184.49,167.87
Smart Cities Mission,Infrastructure,Madhya Pradesh,2024,81282.92,417.09,39.69,56.38,235.16,78.52,38.57,29.31,194.88,132.58
Smart Cities Mission,Infrastructure,Madhya Pradesh,2025,114053.38,55.25,26.23,66.69,36.85,55.59,80.31,24.99,2064.31,24.58
Smart Cities Mission,Infrastructure,Madhya Pradesh,2026,80237.0,176.66,71.44,69.03,121.95,68.1,34.08,75.3,454.19,84.18
Smart Cities Mission,Infrastructure,Odisha,2022,101955.93,313.81,49.7,90.96,285.44,91.65,44.17,86.02,324.9,259.64
Smart Cities Mission,Infrastructure,Odisha,2023,92003.56,84.66,70.32,72.44,61.33,87.53,88.69,34.85,1086.74,44.43
Smart Cities Mission,Infrastructure,Odisha,2024,86127.08,292.97,21.08,52.05,152.49,57.06,43.18,89.39,293.98,79.37
Smart Cities Mission,Infrastructure,Odisha,2025,96294.37,272.97,37.68,89.28,243.71,74.27,38.93,78.22,352.77,217.58
Smart Cities Mission,Infrastructure,Odisha,2026,94173.07,19.54,82.3,92.21,18.02,57.49,64.17,22.22,4819.5,16.62
Smart Cities Mission,Infrastructure,Assam,2022,87366.87,389.96,41.57,63.18,246.38,43.26,40.52,50.89,224.04,155.66
Smart Cities Mission,Infrastructure,Assam,2023,70989.19,391.26,13.16,92.36,361.37,73.08,69.96,87.9,181.44,333.76
Smart Cities Mission,Infrastructure,Assam,2024,78191.83,424.58,10.11,74.58,316.65,88.75,60.25,99.64,184.16,236.16
Smart Cities Mission,Infrastructure,Assam,2025,81842.92,260.09,84.5,68.56,178.32,74.66,56.32,27.05,314.67,122.26
Smart Cities Mission,Infrastructure,Assam,2026,90355.47,274.75,69.67,78.72,216.28,68.34,67.28,22.78,328.86,170.26
Smart Cities Mission,Infrastructure,Telangana,2022,65540.65,112.63,10.83,77.63,87.43,86.21,91.21,49.94,581.91,67.87
Smart Cities Mission,Infrastructure,Telangana,2023,108914.58,86.55,63.69,94.68,81.95,52.02,54.03,70.23,1258.4,77.59
Smart Cities Mission,Infrastructure,Telangana,2024,95871.69,371.53,82.13,94.42,350.8,49.24,97.5,69.82,258.05,331.23
Smart Cities Mission,Infrastructure,Telangana,2025,104128.52,324.11,55.47,69.66,225.78,52.57,69.26,50.03,321.28,157.28
Smart Cities Mission,Infrastructure,Telangana,2026,89960.39,487.61,37.42,62.91,306.76,46.26,83.9,96.73,184.49,192.98
Smart Cities Mission,Infrastructure,Andhra Pradesh,2022,73665.58,98.42,47.75,86.87,85.5,63.54,72.82,52.73,748.48,74.27
Smart Cities Mission,Infrastructure,Andhra Pradesh,2023,77846.99,44.46,23.97,58.64,26.07,43.93,92.06,52.65,1750.94,15.29
Smart Cities Mission,Infrastructure,Andhra Pradesh,2024,84943.87,72.82,4.6,78.05,56.84,66.52,38.02,42.53,1166.49,44.36
Smart Cities Mission,Infrastructure,Andhra Pradesh,2025,105131.11,405.84,9.39,66.27,268.95,73.02,83.48,92.3,259.05,178.23
Smart Cities Mission,Infrastructure,Andhra Pradesh,2026,110241.57,244.84,79.52,67.21,164.56,75.18,45.33,45.17,450.26,110.6
PM Gram Sadak Yojana,Infrastructure,Karnataka,2022,61569.73,108.25,62.45,60.87,65.89,93.86,69.08,33.29,568.77,40.11
PM Gram Sadak Yojana,Infrastructure,Karnataka,2023,70600.09,224.73,19.32,59.61,133.96,76.76,39.96,60.68,314.16,79.85
PM Gram Sadak Yojana,Infrastructure,Karnataka,2024,94331.82,53.66,27.53,63.63,34.14,89.34,96.67,57.97,1757.95,21.72
PM Gram Sadak Yojana,Infrastructure,Karnataka,2025,75986.97,69.73,61.89,53.22,37.11,86.63,49.27,96.1,1089.73,19.75
PM Gram Sadak Yojana,Infrastructure,Karnataka,2026,57319.36,401.71,27.95,73.21,294.09,96.91,84.65,47.42,142.69,215.3
PM Gram Sadak Yojana,Infrastructure,Maharashtra,2022,77734.03,79.44,82.7,57.09,45.35,76.21,92.92,67.56,978.53,25.89
PM Gram Sadak Yojana,Infrastructure,Maharashtra,2023,71805.03,474.08,28.4,98.58,467.35,78.2,78.09,55.79,151.46,460.71
PM Gram Sadak Yojana,Infrastructure,Maharashtra,2024,79773.19,456.23,48.84,91.41,417.04,59.66,93.2,44.81,174.85,381.22
PM Gram Sadak Yojana,Infrastructure,Maharashtra,2025,77730.54,102.17,81.55,83.46,85.27,81.85,61.62,21.23,760.8,71.17
PM Gram Sadak Yojana,Infrastructure,Maharashtra,2026,80966.96,185.12,8.05,98.27,181.92,42.47,49.37,93.64,437.38,178.77
PM Gram Sadak Yojana,Infrastructure,Tamil Nadu,2022,79944.63,348.14,46.16,91.84,319.73,58.1,63.84,28.25,229.63,293.64
PM Gram Sadak Yojana,Infrastructure,Tamil Nadu,2023,74065.43,407.49,77.02,75.84,309.04,58.15,38.08,58.46,181.76,234.38
PM Gram Sadak Yojana,Infrastructure,Tamil Nadu,2024,50076.96,224.26,-2.26,70.77,158.71,49.4,38.72,31.72,223.3,112.32
PM Gram Sadak Yojana,Infrastructure,Tamil Nadu,2025,68458.75,479.14,29.7,67.37,322.8,68.48,68.5,89.84,142.88,217.47
PM Gram Sadak Yojana,Infrastructure,Tamil Nadu,2026,88510.17,181.4,71.71,63.6,115.37,81.15,76.19,47.64,487.93,73.38
PM Gram Sadak Yojana,Infrastructure,Kerala,2022,49120.14,10.2,17.08,51.94,5.3,90.03,69.17,78.91,4815.7,2.75
PM Gram Sadak Yojana,Infrastructure,Kerala,2023,88555.94,406.54,59.64,58.16,236.44,77.94,68.13,83.35,217.83,137.51
PM Gram Sadak Yojana,Infrastructure,Kerala,2024,78368.46,140.36,61.1,61.62,86.49,88.94,86.1,43.25,558.34,53.3
PM Gram Sadak Yojana,Infrastructure,Kerala,2025,96380.41,135.7,16.84,63.7,86.44,60.96,86.11,47.03,710.25,55.06
PM Gram Sadak Yojana,Infrastructure,Kerala,2026,65490.44,383.18,9.78,54.66,209.45,65.72,77.79,59.67,170.91,114.49
PM Gram Sadak Yojana,Infrastructure,Uttar Pradesh,2022,86431.87,339.42,64.57,50.39,171.03,90.18,79.54,83.43,254.65,86.18
PM Gram Sadak Yojana,Infrastructure,Uttar Pradesh,2023,90486.09,110.67,42.54,69.87,77.33,84.63,91.87,23.25,817.62,54.03
PM Gram Sadak Yojana,Infrastructure,Uttar Pradesh,2024,50856.83,63.53,79.88,56.27,35.75,51.92,78.84,26.09,800.52,20.12
PM Gram Sadak Yojana,Infrastructure,Uttar Pradesh,2025,74660.76,123.85,65.91,94.99,117.65,82.13,88.54,27.2,602.83,111.76
PM Gram Sadak Yojana,Infrastructure,Uttar Pradesh,2026,63514.74,124.42,33.46,65.36,81.32,66.89,36.16,65.8,510.49,53.15
PM Gram Sadak Yojana,Infrastructure,Bihar,2022,63549.06,279.25,52.42,78.13,218.18,79.73,84.01,31.36,227.57,170.46
PM Gram Sadak Yojana,Infrastructure,Bihar,2023,85832.85,422.35,42.03,62.0,261.86,87.27,46.75,49.74,203.23,162.35
PM Gram Sadak Yojana,Infrastructure,Bihar,2024,88129.66,429.08,81.7,92.18,395.53,74.55,60.17,60.26,205.39,364.6
PM Gram Sadak Yojana,Infrastructure,Bihar,2025,63915.92,340.35,-2.46,86.76,295.29,83.28,95.61,38.22,187.79,256.19
PM Gram Sadak Yojana,Infrastructure,Bihar,2026,95648.13,243.17,68.61,69.48,168.95,88.43,88.51,88.99,393.34,117.39
